operator_id,palette_type,role,rank,hex,lab_l,lab_a,lab_b,weight,notes
op-097,core,light,5,#F2EDD7,93.5761,-1.8880,11.0897,0.114846,
op-097,core,neutral,6,#746C6E,46.4382,3.3903,0.0161,0.053595,
op-097,core,support_7,7,#B8AC59,69.8824,-6.9799,43.9051,0.074358,
op-097,core,support_8,8,#736832,43.8482,-3.0353,31.4683,0.096418,
op-097,categorical_anchor,theme,1,#968948,57.0028,-4.3421,36.5287,0.107319,
op-098,core,theme,1,#ECDECD,89.1509,1.9906,10.0528,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,core,accent_1,2,#ECDECD,89.1509,1.9906,10.0528,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,core,accent_2,3,#252422,14.2340,-0.0091,1.4999,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,core,dark,4,#252422,14.2340,-0.0091,1.4999,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,core,light,5,#E3E2DF,89.8832,-0.1948,1.5813,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,core,neutral,6,#E3E2DF,89.8832,-0.1948,1.5813,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,core,support_7,7,#7C7974,50.9447,0.1717,3.1416,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,core,support_8,8,#B3AEA8,71.3395,0.6925,3.7053,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-098,categorical_anchor,theme,1,#ECDECD,89.1509,1.9906,10.0528,1.000000,curated_colorlist categorical anchor
op-099,core,theme,1,#9F6F65,51.4939,17.6040,13.1972,0.142293,
op-099,core,accent_1,2,#EAC4B3,82.0063,10.7232,13.7659,0.043603,
op-099,core,accent_2,3,#604442,31.9535,11.3742,6.0474,0.070519,
op-099,core,dark,4,#261B19,10.9305,5.6150,3.1079,0.048448,
op-099,core,light,5,#F7E4D9,91.7872,4.9474,7.4375,0.101561,
op-099,core,neutral,6,#656168,41.7677,3.0590,-3.5466,0.052037,
op-099,core,support_7,7,#AF7E6E,57.1967,17.2339,16.1841,0.116095,
op-099,core,support_8,8,#8D6059,45.3713,17.1342,11.5717,0.127759,
op-099,categorical_anchor,theme,1,#9F6F65,51.4939,17.6040,13.1972,0.142293,
op-100,core,theme,1,#E0D5C9,85.8827,1.7058,7.3449,0.122705,
op-100,core,accent_1,2,#E0D5C9,85.8827,1.7058,7.3449,0.122705,
op-100,core,accent_2,3,#141413,6.3258,-0.1477,0.9596,0.036293,
op-100,core,dark,4,#141413,6.3258,-0.1477,0.9596,0.036293,
op-100,core,light,5,#EDEBE4,93.0565,-0.4799,3.6228,0.042990,
op-100,core,neutral,6,#6E6D6C,46.1482,0.2477,0.7393,0.104342,
op-100,core,support_7,7,#ACACA8,70.2743,-0.5438,2.0696,0.118600,
op-100,core,support_8,8,#9E9D9A,64.8141,-0.4828,1.9149,0.112335,
op-100,categorical_anchor,theme,1,#E0D5C9,85.8827,1.7058,7.3449,0.122705,
op-101,core,theme,1,#C3573B,50.3617,41.7562,36.9400,0.051562,
op-101,core,accent_1,2,#EECCC3,84.7097,10.6064,8.9901,0.055413,
op-101,core,accent_2,3,#594B3F,33.0125,3.2934,9.5724,0.093068,
op-101,core,dark,4,#19120B,5.8718,1.9021,4.1751,0.098203,
op-101,core,light,5,#EECCC3,84.7097,10.6064,8.9901,0.055413,
op-101,core,neutral,6,#19120B,5.8718,1.9021,4.1751,0.098203,
op-101,core,support_7,7,#E2B2A4,76.4269,15.7976,13.6952,0.148481,
op-101,core,support_8,8,#903E2B,36.9433,33.3285,28.3909,0.075096,
op-101,categorical_anchor,theme,1,#C3573B,50.3617,41.7562,36.9400,0.051562,
op-102,core,theme,1,#B5AA98,69.9639,0.8734,10.6343,0.081328,
op-102,core,accent_1,2,#A19686,62.6448,1.3158,10.1077,0.071386,
op-102,core,accent_2,3,#C7BDAB,76.8577,0.6146,9.9811,0.080931,
op-102,core,dark,4,#1D1A15,9.3753,0.4816,3.9749,0.019089,
op-102,core,light,5,#F9E9D5,93.0135,2.3587,11.5782,0.183138,
op-102,core,neutral,6,#4B4A48,31.5527,-0.1900,1.4935,0.084112,
op-102,core,support_7,7,#ECDDC8,88.7642,1.5218,12.2625,0.104991,
op-102,core,support_8,8,#898378,54.9340,0.6376,6.5114,0.065222,
op-102,categorical_anchor,theme,1,#B5AA98,69.9639,0.8734,10.6343,0.081328,
op-103,core,theme,1,#D6BAA4,77.3382,6.5971,14.8426,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,core,accent_1,2,#752631,27.8209,35.4499,12.0002,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,core,accent_2,3,#231B1B,10.7068,3.9324,1.4806,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,core,dark,4,#231B1B,10.7068,3.9324,1.4806,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,core,light,5,#F5EDEB,94.3036,2.3403,1.9217,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,core,neutral,6,#F5EDEB,94.3036,2.3403,1.9217,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,core,support_7,7,#756560,44.1384,5.4751,5.1774,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,core,support_8,8,#A09291,61.7199,5.0029,2.4087,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-103,categorical_anchor,theme,1,#D6BAA4,77.3382,6.5971,14.8426,1.000000,curated_colorlist categorical anchor
op-104,core,theme,1,#D47649,59.2893,32.9707,40.3877,0.034777,
op-104,core,accent_1,2,#EFCEBA,85.0006,8.8045,14.2538,0.067815,
op-104,core,accent_2,3,#6C432E,32.7575,15.1852,19.9453,0.101486,
op-104,core,dark,4,#211814,9.0806,4.1222,3.9330,0.119823,
op-104,core,light,5,#FBE6D4,92.6135,4.3744,11.3588,0.076984,
op-104,core,neutral,6,#211814,9.0806,4.1222,3.9330,0.119823,
op-104,core,support_7,7,#8B5A40,43.0464,17.2203,23.2988,0.098324,
op-104,core,support_8,8,#C0967B,65.2265,12.3110,20.4301,0.092634,
op-104,categorical_anchor,theme,1,#D47649,59.2893,32.9707,40.3877,0.034777,
op-105,core,theme,1,#832D3A,31.8273,37.9751,11.9444,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,core,accent_1,2,#DD9299,68.1919,29.2367,8.0300,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,core,accent_2,3,#54222B,20.8423,24.2571,5.5049,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,core,dark,4,#25191A,10.2832,6.1942,1.6486,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,core,light,5,#E5D0CC,85.0630,6.6260,4.6311,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,core,neutral,6,#25191A,10.2832,6.1942,1.6486,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,core,support_7,7,#776262,43.5653,8.4384,3.1688,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,core,support_8,8,#A99290,62.5137,8.2323,4.2270,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-105,categorical_anchor,theme,1,#832D3A,31.8273,37.9751,11.9444,1.000000,curated_colorlist categorical anchor
op-106,core,theme,1,#887A95,53.3760,10.7448,-12.3833,0.115016,
op-106,core,accent_1,2,#412425,18.0068,13.8871,4.9005,0.082922,
op-106,core,accent_2,3,#945247,42.5164,26.1561,18.7088,0.059832,
op-106,core,dark,4,#220E10,6.1931,10.7584,2.4490,0.066367,
op-106,core,light,5,#F4E6E5,92.3960,4.5929,2.2606,0.078856,
op-106,core,neutral,6,#F4E6E5,92.3960,4.5929,2.2606,0.078856,
op-106,core,support_7,7,#9D91AE,61.9303,10.3039,-13.7836,0.106884,
op-106,core,support_8,8,#55373A,26.7961,13.8012,3.9294,0.115161,
op-106,categorical_anchor,theme,1,#887A95,53.3760,10.7448,-12.3833,0.115016,
op-107,core,theme,1,#43407F,30.3807,19.0026,-35.3809,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,core,accent_1,2,#853F2A,35.4201,28.2807,26.6396,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,core,accent_2,3,#C99A8F,67.6608,15.9570,12.5526,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,core,dark,4,#211D34,12.2863,8.4819,-14.4514,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,core,light,5,#F7E6DB,92.3464,3.9703,7.4327,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,core,neutral,6,#F7E6DB,92.3464,3.9703,7.4327,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,core,support_7,7,#675764,38.9334,9.0879,-5.0375,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,core,support_8,8,#ADA5BE,69.1207,7.7364,-11.7702,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-107,categorical_anchor,theme,1,#43407F,30.3807,19.0026,-35.3809,1.000000,curated_colorlist categorical anchor
op-108,core,theme,1,#DAC5B9,80.9285,5.4144,8.6965,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,core,accent_1,2,#452E29,21.5040,9.7871,7.4566,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,core,accent_2,3,#64383C,29.0681,20.0631,6.0275,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,core,dark,4,#1C1414,7.2059,3.9747,1.4015,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,core,light,5,#DAC5B9,80.9285,5.4144,8.6965,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,core,neutral,6,#373335,21.7151,2.2120,-0.6276,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,core,support_7,7,#995458,43.9725,28.9994,10.4044,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,core,support_8,8,#645752,38.0839,4.3820,4.8528,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-108,categorical_anchor,theme,1,#DAC5B9,80.9285,5.4144,8.6965,1.000000,curated_colorlist categorical anchor
op-109,core,theme,1,#E2C55D,80.1200,-1.9704,54.8962,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,core,accent_1,2,#605037,35.0039,2.7150,17.2227,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,core,accent_2,3,#988237,54.9874,-0.7529,42.6615,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,core,dark,4,#251F20,12.4650,3.1012,0.3809,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,core,light,5,#EDE1DC,90.3322,3.2305,3.9011,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,core,neutral,6,#251F20,12.4650,3.1012,0.3809,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,core,support_7,7,#A89D97,65.4938,2.9405,4.5748,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,core,support_8,8,#EDDDA9,88.2488,-2.2807,27.5674,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-109,categorical_anchor,theme,1,#E2C55D,80.1200,-1.9704,54.8962,1.000000,curated_colorlist categorical anchor
op-110,core,theme,1,#E4CEC7,84.4053,6.2035,6.4934,0.030390,
op-110,core,accent_1,2,#E4CEC7,84.4053,6.2035,6.4934,0.030390,
op-110,core,accent_2,3,#161817,7.8762,-1.0656,0.5556,0.105726,
op-110,core,dark,4,#161817,7.8762,-1.0656,0.5556,0.105726,
op-110,core,light,5,#F9EBE4,93.9629,3.7050,5.2084,0.075816,
op-110,core,neutral,6,#717070,47.4129,0.1617,0.4720,0.051983,
op-110,core,support_7,7,#333635,22.2150,-1.2999,-0.2828,0.174344,
op-110,core,support_8,8,#262929,16.3964,-1.4606,0.0243,0.170665,
op-110,categorical_anchor,theme,1,#E4CEC7,84.4053,6.2035,6.4934,0.030390,
op-111,core,theme,1,#817459,49.3499,0.5949,16.7841,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,core,accent_1,2,#817459,49.3499,0.5949,16.7841,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,core,accent_2,3,#15110C,5.3014,0.7478,2.9799,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,core,dark,4,#15110C,5.3014,0.7478,2.9799,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,core,light,5,#F1E3D9,91.0756,3.0944,6.5851,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,core,neutral,6,#15110C,5.3014,0.7478,2.9799,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,core,support_7,7,#4E473F,30.6050,1.3844,5.8792,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,core,support_8,8,#AB9E92,65.8945,2.6701,7.9789,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-111,categorical_anchor,theme,1,#817459,49.3499,0.5949,16.7841,1.000000,curated_colorlist categorical anchor
op-112,core,theme,1,#E3BFBC,80.3373,12.2560,6.4261,0.069784,
op-112,core,accent_1,2,#B28E8D,62.3906,13.2114,5.6034,0.042266,
op-112,core,accent_2,3,#F2D7D5,87.9844,9.2061,4.0774,0.038489,
op-112,core,dark,4,#1A1614,7.5198,1.5494,1.5535,0.073022,
op-112,core,light,5,#F2D7D5,87.9844,9.2061,4.0774,0.038489,
op-112,core,neutral,6,#2D2A29,17.4147,1.0855,1.0725,0.135971,
op-112,core,support_7,7,#8C797B,52.5611,7.7619,1.7602,0.080216,
op-112,core,support_8,8,#3E3939,24.3968,1.9915,0.8150,0.145144,
op-112,categorical_anchor,theme,1,#E3BFBC,80.3373,12.2560,6.4261,0.069784,
op-113,core,theme,1,#A47A7C,55.3474,16.6590,5.3141,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,core,accent_1,2,#A47A7C,55.3474,16.6590,5.3141,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,core,accent_2,3,#1D1B1A,9.9510,0.7257,1.0405,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,core,dark,4,#1D1B1A,9.9510,0.7257,1.0405,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,core,light,5,#F7F2EB,95.6961,0.4687,3.9623,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,core,neutral,6,#1D1B1A,9.9510,0.7257,1.0405,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,core,support_7,7,#53585C,37.0982,-1.0733,-2.9923,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,core,support_8,8,#B4AFA9,71.7095,0.6914,3.7013,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-113,categorical_anchor,theme,1,#A47A7C,55.3474,16.6590,5.3141,1.000000,curated_colorlist categorical anchor
op-114,core,theme,1,#876379,46.1724,18.7149,-6.9083,0.148615,
op-114,core,accent_1,2,#58919E,56.8148,-14.8241,-13.0457,0.012315,
op-114,core,accent_2,3,#D9B9C2,78.1784,12.8009,-0.3170,0.036104,
op-114,core,dark,4,#161013,5.3838,2.7238,-0.8672,0.097257,
op-114,core,light,5,#FCEAE4,93.8363,5.2550,4.9212,0.076266,
op-114,core,neutral,6,#161013,5.3838,2.7238,-0.8672,0.097257,
op-114,core,support_7,7,#9D738F,53.4828,20.7746,-8.4424,0.112371,
op-114,core,support_8,8,#745462,39.3734,16.0562,-3.2022,0.136860,
op-114,categorical_anchor,theme,1,#876379,46.1724,18.7149,-6.9083,0.148615,
op-115,core,theme,1,#927042,49.6098,7.6557,30.5418,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,core,accent_1,2,#E7CE95,83.6019,0.6747,31.5831,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,core,accent_2,3,#DAB89D,77.0547,8.2088,18.2705,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,core,dark,4,#1F160E,8.1011,3.1079,6.2515,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,core,light,5,#F6E8C8,92.3438,-0.3105,17.2927,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,core,neutral,6,#1F160E,8.1011,3.1079,6.2515,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,core,support_7,7,#5C401B,29.4673,7.9144,26.8872,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,core,support_8,8,#BD9B60,65.8326,5.0412,35.5365,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-115,categorical_anchor,theme,1,#927042,49.6098,7.6557,30.5418,1.000000,curated_colorlist categorical anchor
op-116,core,theme,1,#5E4650,32.5392,11.9148,-1.6979,0.160338,
op-116,core,accent_1,2,#EDDAB8,87.8939,1.1057,19.4035,0.099923,
op-116,core,accent_2,3,#47BECB,71.2905,-28.9102,-16.3346,0.025058,
op-116,core,dark,4,#171320,6.7746,5.0406,-7.9432,0.137894,
op-116,core,light,5,#EFECE3,93.3188,-0.6027,4.7033,0.034743,
op-116,core,neutral,6,#EFECE3,93.3188,-0.6027,4.7033,0.034743,
op-116,core,support_7,7,#32899B,52.8207,-19.7548,-17.0971,0.034896,
op-116,core,support_8,8,#3E2B35,20.0585,10.6557,-3.0868,0.140507,
op-116,categorical_anchor,theme,1,#5E4650,32.5392,11.9148,-1.6979,0.160338,
op-117,core,theme,1,#363146,21.6643,7.4893,-12.2432,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,core,accent_1,2,#BEA295,68.7216,8.2008,10.5680,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,core,accent_2,3,#B2B3D0,73.7131,5.4784,-14.7330,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,core,dark,4,#22181E,9.6971,6.3268,-2.2526,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,core,light,5,#FAE9D4,93.1704,2.3995,12.2837,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,core,neutral,6,#22181E,9.6971,6.3268,-2.2526,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,core,support_7,7,#876258,45.0699,13.5405,11.5893,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,core,support_8,8,#646BA7,46.9928,12.8527,-33.0885,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-117,categorical_anchor,theme,1,#363146,21.6643,7.4893,-12.2432,1.000000,curated_colorlist categorical anchor
op-118,core,theme,1,#44312B,22.3031,7.6269,7.1931,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,core,accent_1,2,#B60E0B,38.3521,60.6771,48.2968,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,core,accent_2,3,#CAADA7,73.0464,9.5253,6.9698,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,core,dark,4,#2B1914,10.9890,8.2490,7.1126,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,core,light,5,#F5E6DB,92.1858,3.2717,7.1808,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,core,neutral,6,#827676,50.7001,4.6174,1.6776,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,core,support_7,7,#BA827E,59.8098,21.0660,10.8459,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,core,support_8,8,#883030,33.0560,37.5947,20.1680,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-118,categorical_anchor,theme,1,#44312B,22.3031,7.6269,7.1931,1.000000,curated_colorlist categorical anchor
op-119,core,theme,1,#A5444E,42.2330,41.2191,14.1255,0.013355,
op-119,core,accent_1,2,#DEC5CB,81.6420,10.1039,0.2709,0.091840,
op-119,core,accent_2,3,#CCB0B7,74.3282,11.4697,0.2283,0.092023,
op-119,core,dark,4,#1F0A11,5.0563,10.2065,0.1683,0.085986,
op-119,core,light,5,#F0D8DD,88.4440,8.8593,0.6338,0.208013,
op-119,core,neutral,6,#F0D8DD,88.4440,8.8593,0.6338,0.208013,
op-119,core,support_7,7,#601925,21.2713,32.5578,10.3778,0.031467,
op-119,core,support_8,8,#987A86,54.4379,13.5040,-1.8881,0.062569,
op-119,categorical_anchor,theme,1,#A5444E,42.2330,41.2191,14.1255,0.013355,
op-120,core,theme,1,#A27F6C,55.9246,10.7945,15.4396,0.079831,
op-120,core,accent_1,2,#3B2C28,19.6075,6.2708,5.2260,0.079539,
op-120,core,accent_2,3,#E9CBB0,83.6623,6.2502,17.5238,0.093403,
op-120,core,dark,4,#1E1413,7.3938,5.0579,2.2644,0.048015,
op-120,core,light,5,#FEEFDA,94.9881,1.7157,12.0276,0.111646,
op-120,core,neutral,6,#1E1413,7.3938,5.0579,2.2644,0.048015,
op-120,core,support_7,7,#FAE0C1,90.4559,4.4309,18.4478,0.116608,
op-120,core,support_8,8,#B19180,62.7460,9.2153,13.7786,0.094863,
op-120,categorical_anchor,theme,1,#A27F6C,55.9246,10.7945,15.4396,0.079831,
op-121,core,theme,1,#D58F5A,65.3688,20.7877,38.8213,0.117120,
op-121,core,accent_1,2,#473C4B,26.8380,8.4162,-7.5531,0.065440,
op-121,core,accent_2,3,#5F2F1D,25.4670,20.3829,21.0987,0.051680,
op-121,core,dark,4,#240C0A,5.8770,11.7489,4.9465,0.042720,
op-121,core,light,5,#F8D6BD,87.7104,8.1640,16.4128,0.170080,
op-121,core,neutral,6,#473C4B,26.8380,8.4162,-7.5531,0.065440,
op-121,core,support_7,7,#B56B43,52.5789,26.0341,34.4567,0.090880,
op-121,core,support_8,8,#EEBD78,79.6818,9.2748,41.4018,0.056160,
op-121,categorical_anchor,theme,1,#D58F5A,65.3688,20.7877,38.8213,0.117120,
op-122,core,theme,1,#A89B7C,64.2095,-0.1775,17.8374,0.105790,
op-122,core,accent_1,2,#282F1C,18.1050,-7.1343,11.0438,0.026948,
op-122,core,accent_2,3,#98AA2E,66.3655,-22.6555,58.1103,0.014167,
op-122,core,dark,4,#282F1C,18.1050,-7.1343,11.0438,0.026948,
op-122,core,light,5,#F3EFDF,94.4415,-1.6931,8.3159,0.131968,
op-122,core,neutral,6,#F3EFDF,94.4415,-1.6931,8.3159,0.131968,
op-122,core,support_7,7,#C8B99D,75.7909,0.5632,16.3021,0.116723,
op-122,core,support_8,8,#867E62,52.8903,-2.0756,16.3897,0.095011,
op-122,categorical_anchor,theme,1,#A89B7C,64.2095,-0.1775,17.8374,0.105790,
op-123,core,theme,1,#502022,19.4514,22.7445,9.7310,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,core,accent_1,2,#A2242D,36.2431,50.9298,27.0786,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,core,accent_2,3,#A36766,50.0351,23.9976,10.6718,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,core,dark,4,#221E1E,11.7050,1.9172,0.6965,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,core,light,5,#EFE6E2,91.8801,2.3544,3.0277,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,core,neutral,6,#221E1E,11.7050,1.9172,0.6965,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,core,support_7,7,#6F6867,44.6029,2.5479,1.5474,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,core,support_8,8,#721A1D,24.9708,38.1600,21.4889,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-123,categorical_anchor,theme,1,#502022,19.4514,22.7445,9.7310,1.000000,curated_colorlist categorical anchor
op-124,core,theme,1,#2A2C50,19.5264,10.0347,-22.4038,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,core,accent_1,2,#D1A995,72.2974,11.7094,15.8589,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,core,accent_2,3,#95C1C4,75.1475,-13.7847,-6.2648,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,core,dark,4,#191D24,10.6511,0.1971,-5.3897,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,core,light,5,#F3EBDC,93.2937,0.1788,8.2321,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,core,neutral,6,#191D24,10.6511,0.1971,-5.3897,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,core,support_7,7,#88685D,46.8773,11.1303,11.1331,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,core,support_8,8,#492A23,20.8050,13.5070,10.6694,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-124,categorical_anchor,theme,1,#2A2C50,19.5264,10.0347,-22.4038,1.000000,curated_colorlist categorical anchor
op-125,core,theme,1,#F1C49F,82.2720,10.7362,24.4706,0.181198,
op-125,core,accent_1,2,#4E3432,24.5366,11.7209,6.0117,0.065738,
op-125,core,accent_2,3,#695355,37.5908,9.5586,2.1834,0.053064,
op-125,core,dark,4,#2A0D09,7.1763,14.3102,7.5184,0.027716,
op-125,core,light,5,#FDE4CC,92.0116,5.0462,14.9137,0.114485,
op-125,core,neutral,6,#695355,37.5908,9.5586,2.1834,0.053064,
op-125,core,support_7,7,#DF755F,61.0359,39.4482,30.6077,0.055014,
op-125,core,support_8,8,#B66C52,53.3231,26.4029,27.2170,0.088301,
op-125,categorical_anchor,theme,1,#F1C49F,82.2720,10.7362,24.4706,0.181198,
op-126,core,theme,1,#7C6B71,47.0102,8.0056,-0.8884,0.116276,
op-126,core,accent_1,2,#E0CAC1,82.8144,6.3927,7.2258,0.052802,
op-126,core,accent_2,3,#A8815A,56.8064,10.2991,26.7710,0.022047,
op-126,core,dark,4,#1F1719,8.7534,4.1127,0.2728,0.063615,
op-126,core,light,5,#F9E5D8,92.2856,4.4430,8.8314,0.087628,
op-126,core,neutral,6,#1F1719,8.7534,4.1127,0.2728,0.063615,
op-126,core,support_7,7,#B39496,64.1492,11.6737,3.4437,0.100688,
op-126,core,support_8,8,#66565E,38.2983,8.0007,-2.1007,0.117399,
op-126,categorical_anchor,theme,1,#7C6B71,47.0102,8.0056,-0.8884,0.116276,
op-127,core,theme,1,#B53535,42.2397,51.5382,30.0531,0.135349,
op-127,core,accent_1,2,#465564,35.4117,-2.2259,-10.3594,0.021972,
op-127,core,accent_2,3,#E6C9BF,83.2243,8.3490,8.6871,0.077518,
op-127,core,dark,4,#261110,7.5398,10.7095,4.7238,0.082967,
op-127,core,light,5,#F7EAE1,93.4430,3.0873,6.0261,0.123044,
op-127,core,neutral,6,#F7EAE1,93.4430,3.0873,6.0261,0.123044,
op-127,core,support_7,7,#892928,31.9543,40.3563,23.6533,0.089822,
op-127,core,support_8,8,#C8635D,54.0017,39.7320,22.3519,0.065389,
op-127,categorical_anchor,theme,1,#B53535,42.2397,51.5382,30.0531,0.135349,
op-128,core,theme,1,#E9646B,59.5379,52.0980,22.4765,0.010412,
op-128,core,accent_1,2,#A05255,44.3890,32.7071,12.9009,0.014486,
op-128,core,accent_2,3,#26211F,13.0861,1.8957,2.3340,0.058397,
op-128,core,dark,4,#26211F,13.0861,1.8957,2.3340,0.058397,
op-128,core,light,5,#F6E9EA,93.2860,4.6417,0.9067,0.084654,
op-128,core,neutral,6,#504A48,31.9496,2.0336,1.8443,0.155123,
