operator_id,palette_type,role,rank,hex,lab_l,lab_a,lab_b,weight,notes
op-225,categorical_anchor,theme,1,#85847A,54.8684,-1.4626,5.1751,0.103038,
op-226,core,theme,1,#364023,25.4800,-9.9795,16.3945,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,core,accent_1,2,#AEC552,75.7864,-24.2592,53.8424,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,core,accent_2,3,#D7BEA1,78.3735,4.4276,17.9145,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,core,dark,4,#1A1813,8.3056,-0.1670,3.6255,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,core,light,5,#F0EDE0,93.6568,-1.2191,6.6476,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,core,neutral,6,#1A1813,8.3056,-0.1670,3.6255,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,core,support_7,7,#989288,60.7914,0.3882,6.0852,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,core,support_8,8,#3B8366,49.6421,-29.9171,8.9354,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-226,categorical_anchor,theme,1,#364023,25.4800,-9.9795,16.3945,1.000000,curated_colorlist categorical anchor
op-227,core,theme,1,#767786,50.4118,2.9522,-8.1394,0.095079,
op-227,core,accent_1,2,#989BAB,64.1119,2.2183,-8.8741,0.078043,
op-227,core,accent_2,3,#868798,56.8302,2.7804,-8.8879,0.083285,
op-227,core,dark,4,#15161C,7.3147,1.7276,-4.8094,0.029557,
op-227,core,light,5,#EFEAED,93.0715,2.1881,-0.9778,0.067997,
op-227,core,neutral,6,#EFEAED,93.0715,2.1881,-0.9778,0.067997,
op-227,core,support_7,7,#696974,44.8371,2.1650,-6.2841,0.103232,
op-227,core,support_8,8,#4E4E57,33.5703,1.7670,-5.1732,0.125218,
op-227,categorical_anchor,theme,1,#767786,50.4118,2.9522,-8.1394,0.095079,
op-228,core,theme,1,#9D8880,58.3541,6.4125,7.4958,0.065016,
op-228,core,accent_1,2,#85726B,49.6752,5.9688,6.4427,0.073943,
op-228,core,accent_2,3,#B69E94,66.9559,7.2758,8.4128,0.059289,
op-228,core,dark,4,#191514,7.2422,1.3717,1.5407,0.056594,
op-228,core,light,5,#F6E8E6,93.1153,4.0685,2.5959,0.097861,
op-228,core,neutral,6,#191514,7.2422,1.3717,1.5407,0.056594,
op-228,core,support_7,7,#70615C,42.3870,5.2799,5.1520,0.090281,
op-228,core,support_8,8,#5E514E,35.5978,4.7226,3.7448,0.106451,
op-228,categorical_anchor,theme,1,#9D8880,58.3541,6.4125,7.4958,0.065016,
op-229,core,theme,1,#5E8F7A,55.5113,-21.3716,5.9627,1.000000,curated_colorlist; medical green
op-229,core,accent_1,2,#B7C5A1,77.6221,-11.1886,16.4799,1.000000,curated_colorlist; muted lime
op-229,core,accent_2,3,#2E463F,27.6272,-11.0858,1.2586,1.000000,curated_colorlist; dark green
op-229,core,dark,4,#121817,7.6212,-2.9173,-0.2309,1.000000,curated_colorlist; black uniform
op-229,core,light,5,#E7E8DD,91.6502,-2.2575,5.2268,1.000000,curated_colorlist; white coat
op-229,core,neutral,6,#747B70,50.7441,-4.8245,5.1150,1.000000,curated_colorlist; gray green
op-229,core,support_7,7,#91A66C,65.2589,-17.4830,27.6705,1.000000,curated_colorlist; olive green
op-229,core,support_8,8,#3F6253,38.5793,-16.3308,4.5578,1.000000,curated_colorlist; teal shadow
op-229,categorical_anchor,theme,1,#5E8F7A,55.5113,-21.3716,5.9627,1.000000,curated_colorlist categorical anchor
op-230,core,theme,1,#8E7469,51.0364,8.4410,10.2156,0.100310,
op-230,core,accent_1,2,#EBD7CB,87.3878,4.8180,8.7553,0.053682,
op-230,core,accent_2,3,#D7C0B2,79.3414,5.7695,10.0729,0.073297,
op-230,core,dark,4,#1B120C,6.0937,3.2886,3.9865,0.072264,
op-230,core,light,5,#F9EBDD,93.7856,2.5687,8.5179,0.097041,
op-230,core,neutral,6,#1B120C,6.0937,3.2886,3.9865,0.072264,
op-230,core,support_7,7,#D7B199,74.9153,10.5228,17.4150,0.076394,
op-230,core,support_8,8,#A68B7C,59.8654,8.1844,11.8970,0.082760,
op-230,categorical_anchor,theme,1,#8E7469,51.0364,8.4410,10.2156,0.100310,
op-231,core,theme,1,#BB525B,48.5837,43.2265,15.6942,0.012107,
op-231,core,accent_1,2,#BB525B,48.5837,43.2265,15.6942,0.012107,
op-231,core,accent_2,3,#200F12,6.2769,8.7077,1.6269,0.048623,
op-231,core,dark,4,#200F12,6.2769,8.7077,1.6269,0.048623,
op-231,core,light,5,#F8F2F2,95.8258,2.2439,0.4436,0.204843,
op-231,core,neutral,6,#E6E1E1,89.8291,1.7073,0.4872,0.154071,
op-231,core,support_7,7,#9A9499,61.9390,3.0637,-1.6006,0.097832,
op-231,core,support_8,8,#4F4141,28.9267,5.7887,2.3719,0.095489,
op-231,categorical_anchor,theme,1,#BB525B,48.5837,43.2265,15.6942,0.012107,
op-232,core,theme,1,#9590A6,60.8590,5.9083,-10.6576,0.093916,
op-232,core,accent_1,2,#302F3C,20.1707,3.5723,-7.6144,0.093235,
op-232,core,accent_2,3,#8884DA,58.7101,22.2395,-43.6539,0.018783,
op-232,core,dark,4,#18171F,8.3069,2.3433,-5.3198,0.058527,
op-232,core,light,5,#F5ECEB,93.9135,2.9345,1.3218,0.099360,
op-232,core,neutral,6,#F5ECEB,93.9135,2.9345,1.3218,0.099360,
op-232,core,support_7,7,#ABA4B6,68.5640,6.0635,-8.3560,0.102491,
op-232,core,support_8,8,#7F7B92,52.5952,6.7785,-12.2467,0.083572,
op-232,categorical_anchor,theme,1,#9590A6,60.8590,5.9083,-10.6576,0.093916,
op-233,core,theme,1,#536149,39.4193,-10.3403,12.1495,0.155256,
op-233,core,accent_1,2,#DCCBBA,82.6669,3.0736,10.9248,0.039062,
op-233,core,accent_2,3,#BBB39E,72.9609,-0.5391,11.3909,0.027557,
op-233,core,dark,4,#11170D,6.8927,-4.6384,4.7013,0.033807,
op-233,core,light,5,#F2E3D2,90.8504,2.3024,10.1326,0.068892,
op-233,core,neutral,6,#11170D,6.8927,-4.6384,4.7013,0.033807,
op-233,core,support_7,7,#627055,45.4894,-10.4786,13.2091,0.132528,
op-233,core,support_8,8,#46523D,33.2183,-9.4101,10.9725,0.148580,
op-233,categorical_anchor,theme,1,#536149,39.4193,-10.3403,12.1495,0.155256,
op-234,core,theme,1,#6D6665,43.9125,2.6029,1.6959,0.126027,
op-234,core,accent_1,2,#6D6665,43.9125,2.6029,1.6959,0.126027,
op-234,core,accent_2,3,#1E1918,9.4189,2.1486,1.4702,0.023529,
op-234,core,dark,4,#1E1918,9.4189,2.1486,1.4702,0.023529,
op-234,core,light,5,#E5E2DC,89.8354,0.1343,3.1821,0.070749,
op-234,core,neutral,6,#999796,62.6654,0.7034,0.6060,0.083803,
op-234,core,support_7,7,#3C3633,22.9331,2.1041,2.6127,0.087832,
op-234,core,support_8,8,#7C7877,50.7734,1.0618,1.0572,0.116841,
op-234,categorical_anchor,theme,1,#6D6665,43.9125,2.6029,1.6959,0.126027,
op-235,core,theme,1,#D2A794,71.8791,13.0424,15.8371,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,core,accent_1,2,#D2A794,71.8791,13.0424,15.8371,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,core,accent_2,3,#211717,8.9751,5.0431,1.9466,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,core,dark,4,#211717,8.9751,5.0431,1.9466,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,core,light,5,#F9F2DF,95.5689,-0.8142,10.0004,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,core,neutral,6,#AB9D9C,65.8829,4.9320,2.3719,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,core,support_7,7,#6B5E5A,41.0082,4.4894,4.2072,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,core,support_8,8,#D1C5BB,80.2226,2.4829,6.5124,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-235,categorical_anchor,theme,1,#D2A794,71.8791,13.0424,15.8371,1.000000,curated_colorlist categorical anchor
op-236,core,theme,1,#866272,45.6132,17.6110,-3.4796,0.050966,
op-236,core,accent_1,2,#E3CBD3,83.8532,9.6949,-0.6996,0.124168,
op-236,core,accent_2,3,#D7BAC1,78.0344,11.6142,-0.0341,0.104853,
op-236,core,dark,4,#1C0D17,5.3537,8.5528,-3.2139,0.043175,
op-236,core,light,5,#FDF1F2,96.1097,3.9401,0.8879,0.182438,
op-236,core,neutral,6,#FDF1F2,96.1097,3.9401,0.8879,0.182438,
op-236,core,support_7,7,#A27F8D,56.9190,15.6045,-2.3608,0.055835,
op-236,core,support_8,8,#C8A9B3,72.1707,12.9735,-0.8221,0.097224,
op-236,categorical_anchor,theme,1,#866272,45.6132,17.6110,-3.4796,0.050966,
op-237,core,theme,1,#76716A,47.8236,0.6062,4.6169,0.107171,
op-237,core,accent_1,2,#76716A,47.8236,0.6062,4.6169,0.107171,
op-237,core,accent_2,3,#1D1A15,9.2672,0.4495,3.9023,0.031324,
op-237,core,dark,4,#1D1A15,9.2672,0.4495,3.9023,0.031324,
op-237,core,light,5,#F8F3EA,95.9193,0.3847,4.8426,0.089243,
op-237,core,neutral,6,#1D1A15,9.2672,0.4495,3.9023,0.031324,
op-237,core,support_7,7,#89847C,55.2128,0.6310,4.8681,0.090820,
op-237,core,support_8,8,#ACA69E,68.5474,0.5619,4.8634,0.089638,
op-237,categorical_anchor,theme,1,#76716A,47.8236,0.6062,4.6169,0.107171,
op-238,core,theme,1,#DDC8A7,81.7039,2.2393,19.2301,0.229447,
op-238,core,accent_1,2,#372A1E,18.2394,3.9957,10.2138,0.044085,
op-238,core,accent_2,3,#554534,30.4634,4.0028,12.6437,0.043064,
op-238,core,dark,4,#1D1008,5.8498,4.6384,5.7531,0.040170,
op-238,core,light,5,#FDF0D6,95.1479,0.2656,13.8996,0.120000,
op-238,core,neutral,6,#1D1008,5.8498,4.6384,5.7531,0.040170,
op-238,core,support_7,7,#CFBB9C,76.7423,2.3598,18.2666,0.100255,
op-238,core,support_8,8,#937E69,54.1114,4.9858,14.5696,0.087830,
op-238,categorical_anchor,theme,1,#DDC8A7,81.7039,2.2393,19.2301,0.229447,
op-239,core,theme,1,#7A3536,31.8063,30.2086,14.0909,0.039807,
op-239,core,accent_1,2,#857170,49.4954,7.3551,3.7728,0.065309,
op-239,core,accent_2,3,#463634,24.1664,7.0720,3.9105,0.109936,
op-239,core,dark,4,#1E100E,6.1195,6.6138,3.1773,0.097030,
op-239,core,light,5,#EBD7D4,87.4059,6.4052,3.7096,0.119888,
op-239,core,neutral,6,#B4A3A1,68.3352,5.9742,2.9801,0.058311,
op-239,core,support_7,7,#5A2324,21.9528,25.5362,11.7638,0.058311,
op-239,core,support_8,8,#322422,15.7952,6.6151,3.6630,0.141502,
op-239,categorical_anchor,theme,1,#7A3536,31.8063,30.2086,14.0909,0.039807,
op-240,core,theme,1,#E5686C,59.6822,48.8474,22.1377,0.139215,
op-240,core,accent_1,2,#5B282B,23.4201,24.0168,9.2577,0.050996,
op-240,core,accent_2,3,#855E61,43.9038,16.4648,4.2980,0.061977,
op-240,core,dark,4,#2A0505,5.6419,18.1724,6.7875,0.054532,
op-240,core,light,5,#FCE5DF,92.4982,7.0253,5.6449,0.128048,
op-240,core,neutral,6,#FCE5DF,92.4982,7.0253,5.6449,0.128048,
op-240,core,support_7,7,#D2575C,53.2790,48.5883,22.3343,0.128606,
op-240,core,support_8,8,#E38281,64.8318,37.3360,16.7425,0.107947,
op-240,categorical_anchor,theme,1,#E5686C,59.6822,48.8474,22.1377,0.139215,
op-241,core,theme,1,#5957C4,42.7179,31.4479,-57.0734,0.064176,
op-241,core,accent_1,2,#7F172C,27.5029,44.1745,15.1815,0.035653,
op-241,core,accent_2,3,#C43763,46.1528,58.4376,7.4745,0.026098,
op-241,core,dark,4,#1D161A,8.2382,4.2949,-1.7795,0.112236,
op-241,core,light,5,#F5EBE8,93.6336,3.2113,2.2811,0.076440,
op-241,core,neutral,6,#A5A3A8,67.2137,1.7862,-2.5717,0.080576,
op-241,core,support_7,7,#4F4B50,32.5649,2.5376,-1.9626,0.157302,
op-241,core,support_8,8,#36313A,21.2032,4.0619,-4.4758,0.144039,
op-241,categorical_anchor,theme,1,#5957C4,42.7179,31.4479,-57.0734,0.064176,
op-242,core,theme,1,#404A5C,31.2543,0.7281,-11.9168,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,core,accent_1,2,#7DADCB,68.4291,-8.3677,-20.3186,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,core,accent_2,3,#5772AB,48.2600,6.3560,-33.5012,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,core,dark,4,#181E2B,11.2552,1.3820,-9.6103,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,core,light,5,#EEE6E1,91.7779,1.8424,3.3917,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,core,neutral,6,#615F5F,40.4952,0.7909,0.2804,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,core,support_7,7,#9B9392,61.5779,2.7564,1.5815,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,core,support_8,8,#5E7089,46.6760,-0.4092,-15.8908,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-242,categorical_anchor,theme,1,#404A5C,31.2543,0.7281,-11.9168,1.000000,curated_colorlist categorical anchor
op-243,core,theme,1,#6F77A2,50.8196,7.3956,-23.8811,0.078465,
op-243,core,accent_1,2,#D4ABA6,73.4961,14.3716,8.3294,0.061123,
op-243,core,accent_2,3,#403045,22.3903,11.9827,-10.0494,0.059986,
op-243,core,dark,4,#1D1018,6.4108,8.1716,-2.7753,0.028287,
op-243,core,light,5,#E5EEF0,93.5824,-2.7785,-1.9444,0.206397,
op-243,core,neutral,6,#E5EEF0,93.5824,-2.7785,-1.9444,0.206397,
op-243,core,support_7,7,#524A77,33.9051,14.6022,-24.8531,0.064250,
op-243,core,support_8,8,#979EB5,65.3415,2.2642,-12.7095,0.105330,
op-243,categorical_anchor,theme,1,#6F77A2,50.8196,7.3956,-23.8811,0.078465,
op-244,core,theme,1,#4C4165,30.0763,13.0108,-19.5072,0.173862,
op-244,core,accent_1,2,#EDD6E4,87.9673,10.2537,-3.8561,0.039819,
op-244,core,accent_2,3,#E5C9C7,83.3094,9.4874,4.6317,0.082397,
op-244,core,dark,4,#141018,5.1815,3.4007,-4.5639,0.062882,
op-244,core,light,5,#EDD6E4,87.9673,10.2537,-3.8561,0.039819,
op-244,core,neutral,6,#141018,5.1815,3.4007,-4.5639,0.062882,
op-244,core,support_7,7,#3B3251,22.9284,11.9445,-17.4379,0.185295,
op-244,core,support_8,8,#B296BC,65.7120,17.1060,-15.8748,0.064656,
op-244,categorical_anchor,theme,1,#4C4165,30.0763,13.0108,-19.5072,0.173862,
op-245,core,theme,1,#CCB99D,76.0514,2.3280,16.6845,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,core,accent_1,2,#473929,25.0330,3.5049,12.3048,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,core,accent_2,3,#685847,38.5122,3.6921,12.2996,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,core,dark,4,#1E150D,7.6009,3.1142,5.9967,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,core,light,5,#FAEDD0,94.0757,-0.2385,15.6373,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,core,neutral,6,#1E150D,7.6009,3.1142,5.9967,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,core,support_7,7,#F3EBDB,93.2707,0.0173,8.7184,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,core,support_8,8,#997D60,54.3282,6.5416,19.8890,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-245,categorical_anchor,theme,1,#CCB99D,76.0514,2.3280,16.6845,1.000000,curated_colorlist categorical anchor
op-246,core,theme,1,#BA847D,60.3121,19.5731,12.2333,0.058843,
op-246,core,accent_1,2,#F1D4CA,87.0791,8.2663,8.6463,0.115697,
op-246,core,accent_2,3,#614B47,33.9959,8.7309,5.9359,0.072601,
op-246,core,dark,4,#20100C,6.3757,6.9007,4.5039,0.032985,
op-246,core,light,5,#FCEDE2,94.5436,3.4820,7.0484,0.184154,
op-246,core,neutral,6,#3F312E,21.7855,6.0161,4.1209,0.051550,
op-246,core,support_7,7,#D19F97,69.9820,17.2928,11.3254,0.071772,
op-246,core,support_8,8,#E0BDB2,79.2367,11.1806,10.1038,0.125808,
op-246,categorical_anchor,theme,1,#BA847D,60.3121,19.5731,12.2333,0.058843,
op-247,core,theme,1,#C68A69,62.6897,18.9013,26.8285,0.026909,
op-247,core,accent_1,2,#EABB93,78.9760,11.6670,26.5353,0.020999,
op-247,core,accent_2,3,#906448,46.2847,14.3522,23.0362,0.016021,
op-247,core,dark,4,#181517,7.0427,1.8832,-1.0958,0.047286,
op-247,core,light,5,#EEEEF6,94.2210,1.6970,-4.0488,0.211853,
op-247,core,neutral,6,#181517,7.0427,1.8832,-1.0958,0.047286,
op-247,core,support_7,7,#DEDDE7,88.3824,2.1713,-5.0322,0.185876,
op-247,core,support_8,8,#CAC9D6,81.3933,2.9058,-6.2742,0.144346,
op-247,categorical_anchor,theme,1,#C68A69,62.6897,18.9013,26.8285,0.026909,
op-248,core,theme,1,#8988A0,57.4424,5.4610,-12.6909,0.149581,
op-248,core,accent_1,2,#2922AF,25.9584,48.9616,-72.0247,0.004188,
op-248,core,accent_2,3,#373546,22.9587,4.9483,-9.9262,0.042481,
op-248,core,dark,4,#12101F,5.4347,4.5543,-9.8367,0.029517,
op-248,core,light,5,#F3EFF3,94.8985,1.7781,-1.5525,0.106502,
op-248,core,neutral,6,#F3EFF3,94.8985,1.7781,-1.5525,0.106502,
op-248,core,support_7,7,#797890,51.1433,5.6896,-13.1477,0.130834,
op-248,core,support_8,8,#9897AD,63.0606,5.0380,-11.7154,0.132030,
op-248,categorical_anchor,theme,1,#8988A0,57.4424,5.4610,-12.6909,0.149581,
op-249,core,theme,1,#B9968A,64.9335,11.2355,11.2685,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,core,accent_1,2,#D1565F,52.9944,49.3209,19.9293,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,core,accent_2,3,#5C413B,30.3325,10.8039,8.2965,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,core,dark,4,#301C1A,12.8201,9.5593,5.4656,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,core,light,5,#FBE6D8,92.6023,4.9032,9.4051,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,core,neutral,6,#FBE6D8,92.6023,4.9032,9.4051,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,core,support_7,7,#87798F,52.7398,9.7050,-9.9405,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,core,support_8,8,#805D56,42.8994,13.2670,9.6457,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-249,categorical_anchor,theme,1,#B9968A,64.9335,11.2355,11.2685,1.000000,curated_colorlist categorical anchor
op-250,core,theme,1,#BC8B98,62.8650,20.6163,0.4368,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,core,accent_1,2,#4F7DA4,50.6971,-4.3647,-25.6610,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,core,accent_2,3,#67566E,39.0106,11.8606,-11.1084,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,core,dark,4,#312B2E,18.2678,3.4023,-0.9433,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,core,light,5,#D8C8CD,82.0096,6.4419,-0.4736,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,core,neutral,6,#312B2E,18.2678,3.4023,-0.9433,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,core,support_7,7,#D4A584,71.2660,12.8941,23.7544,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,core,support_8,8,#957462,51.5685,10.2822,14.9082,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-250,categorical_anchor,theme,1,#BC8B98,62.8650,20.6163,0.4368,1.000000,curated_colorlist categorical anchor
op-251,core,theme,1,#503D7D,30.8176,23.5823,-33.5668,0.137839,
op-251,core,accent_1,2,#D6717E,59.6604,40.6159,11.1689,0.032462,
op-251,core,accent_2,3,#C8A0D1,70.7734,23.6511,-19.7737,0.084568,
op-251,core,dark,4,#1B0B24,5.4934,13.2404,-13.5018,0.050941,
op-251,core,light,5,#EDDBF4,89.5532,10.2984,-9.9751,0.029965,
op-251,core,neutral,6,#FDD9D1,89.4228,11.0502,8.6888,0.109705,
op-251,core,support_7,7,#AD85BF,61.2217,25.8668,-24.1634,0.117030,
op-251,core,support_8,8,#936FA7,52.2184,24.5726,-24.3753,0.100882,
op-251,categorical_anchor,theme,1,#503D7D,30.8176,23.5823,-33.5668,0.137839,
op-252,core,theme,1,#D6BEBD,79.0462,8.1025,3.6837,0.134713,
op-252,core,accent_1,2,#584647,31.6970,7.9645,2.3888,0.040081,
op-252,core,accent_2,3,#C5ADAD,72.7816,8.3661,3.4560,0.100709,
op-252,core,dark,4,#1C1215,6.5951,5.7904,0.1421,0.031689,
op-252,core,light,5,#FAF2EF,95.9876,2.2224,2.1839,0.101143,
op-252,core,neutral,6,#FAF2EF,95.9876,2.2224,2.1839,0.101143,
op-252,core,support_7,7,#E5CECB,84.6558,7.4532,4.4488,0.124873,
op-252,core,support_8,8,#F3DFD9,90.2255,6.1765,5.2595,0.133700,
op-252,categorical_anchor,theme,1,#D6BEBD,79.0462,8.1025,3.6837,0.134713,
op-253,core,theme,1,#D87940,60.4823,32.4669,46.5555,0.108043,
op-253,core,accent_1,2,#5B5747,36.9374,-1.0370,9.6817,0.047849,
op-253,core,accent_2,3,#898170,54.3070,-0.0472,10.6504,0.058666,
op-253,core,dark,4,#2F1910,11.5522,9.5659,10.3369,0.020234,
op-253,core,light,5,#F0ECE2,93.5904,-0.3509,5.2958,0.157419,
op-253,core,neutral,6,#F0ECE2,93.5904,-0.3509,5.2958,0.157419,
op-253,core,support_7,7,#E6935B,68.4679,25.9485,42.5611,0.121150,
op-253,core,support_8,8,#AC5A2E,47.2923,29.8273,39.4151,0.073683,
op-253,categorical_anchor,theme,1,#D87940,60.4823,32.4669,46.5555,0.108043,
op-254,core,theme,1,#847776,51.1969,4.3952,2.6245,0.111907,
op-254,core,accent_1,2,#847776,51.1969,4.3952,2.6245,0.111907,
op-254,core,accent_2,3,#1C1916,8.8722,0.6547,2.5237,0.027443,
op-254,core,dark,4,#1C1916,8.8722,0.6547,2.5237,0.027443,
op-254,core,light,5,#FDEDE7,94.8323,4.0902,5.0775,0.117243,
op-254,core,neutral,6,#1C1916,8.8722,0.6547,2.5237,0.027443,
op-254,core,support_7,7,#948987,57.9726,3.8675,2.5937,0.108706,
op-254,core,support_8,8,#726765,44.5464,3.7820,2.7414,0.100015,
op-254,categorical_anchor,theme,1,#847776,51.1969,4.3952,2.6245,0.111907,
op-255,core,theme,1,#BD973B,64.3629,4.4891,52.0813,0.075575,
op-255,core,accent_1,2,#49311E,22.8651,8.2181,16.4580,0.067380,
op-255,core,accent_2,3,#5F4B3C,33.4332,6.3031,12.0649,0.096745,
op-255,core,dark,4,#24160D,9.0342,5.7173,8.0263,0.050307,
op-255,core,light,5,#E2D5CC,86.0890,2.7404,6.3354,0.043706,
op-255,core,neutral,6,#BDB9B4,75.2509,0.6466,3.0034,0.061234,
op-255,core,support_7,7,#9D968F,62.4740,0.9563,4.7721,0.171637,
op-255,core,support_8,8,#D3AC8C,72.9197,9.8543,21.8930,0.127703,
op-255,categorical_anchor,theme,1,#BD973B,64.3629,4.4891,52.0813,0.075575,
op-256,core,theme,1,#F0EAE5,92.9723,1.3875,3.1214,0.077133,
op-256,core,accent_1,2,#F0EAE5,92.9723,1.3875,3.1214,0.077133,
op-256,core,accent_2,3,#121212,5.5078,0.0600,0.1078,0.079181,
op-256,core,dark,4,#121212,5.5078,0.0600,0.1078,0.079181,
op-256,core,light,5,#F0EAE5,92.9723,1.3875,3.1214,0.077133,
op-256,core,neutral,6,#121212,5.5078,0.0600,0.1078,0.079181,
op-256,core,support_7,7,#5B5856,37.5799,1.0212,1.5530,0.091980,
op-256,core,support_8,8,#494645,29.9790,0.8453,1.2826,0.105461,
op-256,categorical_anchor,theme,1,#F0EAE5,92.9723,1.3875,3.1214,0.077133,
op-257,core,theme,1,#6E5B53,40.4070,6.0154,7.7723,0.164539,
op-257,core,accent_1,2,#BE5319,48.4580,40.1485,51.1705,0.020869,
op-257,core,accent_2,3,#FBCDB7,85.8271,13.0848,16.9658,0.113142,
op-257,core,dark,4,#1B120E,6.3630,3.6650,3.5707,0.028631,
op-257,core,light,5,#FBCDB7,85.8271,13.0848,16.9658,0.113142,
op-257,core,neutral,6,#47403E,27.8697,2.5831,2.4732,0.136426,
op-257,core,support_7,7,#5D4F48,34.6139,4.5525,6.2556,0.152639,
op-257,core,support_8,8,#B59686,64.4017,8.9338,12.6591,0.078820,
op-257,categorical_anchor,theme,1,#6E5B53,40.4070,6.0154,7.7723,0.164539,
op-258,core,theme,1,#86715C,49.1676,4.4799,14.7249,0.096628,
op-258,core,accent_1,2,#E5CEAF,83.7461,3.3001,18.3688,0.055417,
op-258,core,accent_2,3,#3E2E27,20.4814,5.9880,7.5618,0.111614,
op-258,core,dark,4,#1A0D08,4.8722,4.5273,4.1745,0.045270,
op-258,core,light,5,#F8E4C9,91.6484,2.4322,15.7950,0.059788,
op-258,core,neutral,6,#1A0D08,4.8722,4.5273,4.1745,0.045270,
op-258,core,support_7,7,#9D8670,57.4194,5.0992,15.1244,0.086481,
op-258,core,support_8,8,#72604D,41.9558,4.0895,13.3552,0.103965,
op-258,categorical_anchor,theme,1,#86715C,49.1676,4.4799,14.7249,0.096628,
op-259,core,theme,1,#374577,30.4728,9.6604,-30.0094,0.041033,
op-259,core,accent_1,2,#E2C0BA,80.4792,11.0761,7.5009,0.096987,
op-259,core,accent_2,3,#C1AAAA,71.5599,8.4113,3.2841,0.110043,
op-259,core,dark,4,#17171F,8.2051,1.8797,-5.3548,0.036585,
op-259,core,light,5,#F7EFE7,94.8068,1.4893,4.6870,0.175323,
op-259,core,neutral,6,#C6CAC7,80.9060,-1.5215,0.7721,0.093974,
op-259,core,support_7,7,#A4999E,64.2333,4.8262,-1.3618,0.102582,
op-259,core,support_8,8,#262D43,18.8044,3.5759,-14.6630,0.076901,
op-259,categorical_anchor,theme,1,#374577,30.4728,9.6604,-30.0094,0.041033,
op-260,core,theme,1,#9C7268,51.9538,15.1426,12.0554,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-260,core,accent_1,2,#9C7268,51.9538,15.1426,12.0554,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-260,core,accent_2,3,#1A1713,7.9439,0.5748,3.0984,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-260,core,dark,4,#1A1713,7.9439,0.5748,3.0984,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
